incident_id,signal_id,corpus,rule_id_or_path,commit_hash_at_incident_date,match,fires_on_agent_pattern,note
HF,HF-09,elastic,rules/linux/defense_evasion_interpreter_launched_from_decoded_payload.toml (rule_id 5bdad1d5-5001-4a13-ae99-fa8619500f1a),1eaa12aa6d2f2047a680d2260fa75e635dd4b9f6,exists,yes,Interpreter launched from a decoded payload.
HF,HF-09,falco,rules/falco-sandbox_rules.yaml :: Decoding Payload in Container,c72713ee2e6330195979124de4f656546ad1e0fd,exists,yes,"Direct match; maturity_sandbox and priority INFO, so off by default and low-severity if on."
HF,HF-10,sigma,rules/web/proxy_generic/proxy_raw_paste_service_access.yml (id 5468045b-4fcc-4d1a-973c-c9c9578edacb),fe2a6e82acc831a9a49f8f2261c127d50a1db306,exists,yes,Fires on proxy logs showing access to a raw paste URL; needs a logging egress proxy.
HF,HF-10,elastic,rules/windows/command_and_control_common_webservices.toml; rules/macos/... (rule_id b07f0fba-0a78-11f0-8311-b66272739ecb),1eaa12aa6d2f2047a680d2260fa75e635dd4b9f6,partial,no,Paste services are in the domain lists but only for Windows and macOS endpoint rules.
HF,HF-10,falco,(no matching rule),c72713ee2e6330195979124de4f656546ad1e0fd,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-11,sigma,rules/linux/process_creation/proc_creation_lnx_system_network_discovery.yml (id e7bd1cfa-b446-4c88-8afb-403bcd79e3fa),fe2a6e82acc831a9a49f8f2261c127d50a1db306,partial,no,"The only resolv.conf rule covers reading it for network discovery, not overwriting it."
HF,HF-11,elastic,rules/integrations/kubernetes/credential_access_kubernetes_pod_exec_sensitive_file_access.toml (rule_id b2c3d4e5-f6a7-4890-b1c2-d3e4f5a60789),1eaa12aa6d2f2047a680d2260fa75e635dd4b9f6,partial,unclear,"Lists resolv.conf among sensitive files but triggers on kubectl exec into a pod, not on the agent writing the file itself."
HF,HF-11,falco,rules/falco-sandbox_rules.yaml :: Write below etc,c72713ee2e6330195979124de4f656546ad1e0fd,exists,yes,"Any write under /etc fires. maturity_sandbox, so off in the default stable ruleset; in a normal container this is also a noisy rule."
HF,HF-12,sigma,(no matching rule),fe2a6e82acc831a9a49f8f2261c127d50a1db306,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-12,elastic,(no matching rule),1eaa12aa6d2f2047a680d2260fa75e635dd4b9f6,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-12,falco,(no matching rule),c72713ee2e6330195979124de4f656546ad1e0fd,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-13,sigma,(no matching rule),fe2a6e82acc831a9a49f8f2261c127d50a1db306,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-13,elastic,(no matching rule),1eaa12aa6d2f2047a680d2260fa75e635dd4b9f6,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-13,falco,(no matching rule),c72713ee2e6330195979124de4f656546ad1e0fd,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-14,sigma,(no matching rule),fe2a6e82acc831a9a49f8f2261c127d50a1db306,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-14,elastic,rules/cross-platform/persistence_web_server_potential_command_injection.toml,1eaa12aa6d2f2047a680d2260fa75e635dd4b9f6,partial,unclear,Covers web-server command injection generically; no rule anywhere mentions Jinja2 or template injection.
HF,HF-14,falco,rules/falco_rules.yaml :: Web Server Spawned Shell,c72713ee2e6330195979124de4f656546ad1e0fd,partial,unclear,Catches the consequence (a web process spawning a shell) if the rendering process is recognised as a web server.
HF,HF-15,sigma,(no matching rule),fe2a6e82acc831a9a49f8f2261c127d50a1db306,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-15,elastic,rules/cross-platform/discovery_web_server_local_file_inclusion_activity.toml (rule_id 90e4ceab-79a5-4f8e-879b-513cac7fcad9),1eaa12aa6d2f2047a680d2260fa75e635dd4b9f6,partial,unclear,"Detects /proc/self/environ in web-request paths; the agent reached the file through an HDF5 external-storage read, not a URL."
HF,HF-15,falco,rules/falco-incubating_rules.yaml :: Read environment variable from /proc files,c72713ee2e6330195979124de4f656546ad1e0fd,exists,yes,"Direct match; maturity_incubating, so off in the default stable ruleset."
HF,HF-16,sigma,(no matching rule),fe2a6e82acc831a9a49f8f2261c127d50a1db306,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-16,elastic,rules/integrations/github/ (audit-log rule set),1eaa12aa6d2f2047a680d2260fa75e635dd4b9f6,none,no,"The GitHub integration has rules for repository visibility changes, mass cloning and secret-scanning changes, but none for minting an App installation token."
HF,HF-16,falco,(no matching rule),c72713ee2e6330195979124de4f656546ad1e0fd,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-17,sigma,rules/cloud/aws/cloudtrail/aws_sts_getcalleridentity_trufflehog.yml (id 9b1b8e9b-0a5d-4af1-9d2f-4c4b6e7c2c9d),fe2a6e82acc831a9a49f8f2261c127d50a1db306,partial,no,"Keys on the TruffleHog user agent making the STS call, i.e. human scanning tradecraft, not a pymongo MONGODB-AWS handshake."
HF,HF-17,elastic,rules/integrations/aws/discovery_new_terms_sts_getcalleridentity.toml (rule_id 30fbf4db-c502-4e68-a239-2e99af0f70da),1eaa12aa6d2f2047a680d2260fa75e635dd4b9f6,partial,unclear,New-terms rule on GetCallerIdentity callers; would fire only if this principal or source was new to the baseline.
HF,HF-17,falco,(no matching rule),c72713ee2e6330195979124de4f656546ad1e0fd,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-18,sigma,(no matching rule),fe2a6e82acc831a9a49f8f2261c127d50a1db306,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-18,elastic,(no matching rule),1eaa12aa6d2f2047a680d2260fa75e635dd4b9f6,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-18,falco,(no matching rule),c72713ee2e6330195979124de4f656546ad1e0fd,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-19,sigma,rules/linux/process_creation/proc_creation_lnx_susp_execution_tmp_folder.yml (id 312b42b1-bded-4441-8b58-163a3af58775),fe2a6e82acc831a9a49f8f2261c127d50a1db306,exists,yes,"Execution from /tmp; the staged /tmp payload would match, the /.debug_shell/bin path would not."
HF,HF-19,elastic,rules/integrations/cloud_defend/ (container drift and suspicious execution rules),1eaa12aa6d2f2047a680d2260fa75e635dd4b9f6,partial,unclear,Container-drift style coverage exists in the Defend for Containers integration; no single rule matched our keywords for dropping and executing a new binary.
HF,HF-19,falco,rules/falco_rules.yaml :: Drop and execute new binary in container,c72713ee2e6330195979124de4f656546ad1e0fd,exists,yes,Stable-maturity direct match on the drop-then-execute pattern.
HF,HF-20,sigma,(no matching rule),fe2a6e82acc831a9a49f8f2261c127d50a1db306,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-20,elastic,(no matching rule),1eaa12aa6d2f2047a680d2260fa75e635dd4b9f6,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-20,falco,(no matching rule),c72713ee2e6330195979124de4f656546ad1e0fd,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-01,sigma,rules/identity/okta/okta_user_created.yml (id b6c718dd-8f53-4b9f-98d8-93fdca966969); rules/cloud/azure/audit_logs/azure_ad_account_created_deleted.yml,994da16651194500b607a3007186c29779e1f961,partial,no,"Account-creation rules exist only for enterprise identity platforms (Okta, Entra ID, FortiGate, ESXi). Nothing covers a public wiki or web application, and none of them is a rate rule."
WIKI,WIKI-01,elastic,(no matching rule),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-01,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-02,sigma,(no matching rule),994da16651194500b607a3007186c29779e1f961,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-02,elastic,(no matching rule),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-02,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-03,sigma,(no matching rule),994da16651194500b607a3007186c29779e1f961,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-03,elastic,(no matching rule),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-03,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-04,sigma,rules/linux/network_connection/net_connection_lnx_ngrok_tunnel.yml (id 19bf6fdb-7721-4f3d-867f-53467f6a5db6),994da16651194500b607a3007186c29779e1f961,partial,no,"Tunnel-broker coverage is ngrok- and cloudflared-specific; Pinggy, serveo, localtunnel and localhost.run appear nowhere in the corpus."
WIKI,WIKI-04,elastic,rules/macos/command_and_control_unusual_network_connection_to_suspicious_web_service.toml (rule_id b07f0fba-0a78-11f0-8311-b66272739ecb),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,partial,no,serveo and localtunnel are in the macOS and Windows domain lists only; the Linux tunnelling rule does not name them.
WIKI,WIKI-04,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-05,sigma,(no matching rule),994da16651194500b607a3007186c29779e1f961,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-05,elastic,(no matching rule),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-05,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-06,sigma,(no matching rule),994da16651194500b607a3007186c29779e1f961,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-06,elastic,(no matching rule),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-06,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-07,sigma,rules/windows/dns_query/dns_query_win_common_malware_hosting_services.yml,994da16651194500b607a3007186c29779e1f961,partial,no,Shortener and file-hosting domains appear in a Windows DNS-query rule only.
WIKI,WIKI-07,elastic,rules/macos/command_and_control_unusual_network_connection_to_suspicious_web_service.toml (rule_id b07f0fba-0a78-11f0-8311-b66272739ecb),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,partial,no,tinyurl is in the macOS domain list; no Linux or server-side equivalent.
WIKI,WIKI-07,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-08,sigma,(no matching rule),994da16651194500b607a3007186c29779e1f961,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-08,elastic,(no matching rule),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-08,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-09,sigma,rules/web/proxy_generic/ and rules/network/dns/ web-service rules,994da16651194500b607a3007186c29779e1f961,partial,unclear,"Google Docs and Drive appear in several proxy and DNS rules as legitimate-service abuse indicators; none is scoped to an agent using them as a scratch store, and we did not find a rule whose logic would fire on plain link posting."
WIKI,WIKI-09,elastic,rules/windows/command_and_control_common_webservices.toml,480961ba1cac4f85ddf01c0ab5f89bbf373c513c,partial,no,Google web services are in the Windows domain list only.
WIKI,WIKI-09,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-10,sigma,(no matching rule),994da16651194500b607a3007186c29779e1f961,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-10,elastic,(no matching rule),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-10,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-11,sigma,rules/linux/process_creation/proc_creation_lnx_susp_sensitive_file_access.yml (id 86157017-c2b1-4d4a-8c33-93b8e67e4af4),994da16651194500b607a3007186c29779e1f961,partial,no,"Covers reading /etc/hosts, not writing it."
WIKI,WIKI-11,elastic,rules/cross-platform/impact_hosts_file_modified.toml (rule_id 9c260313-c811-4ec8-ab89-8f6530e0246c),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,exists,yes,"Direct match on hosts-file modification, cross-platform."
WIKI,WIKI-11,falco,rules/falco-sandbox_rules.yaml :: Write below etc,6cbb113dd3fbcaf157c077414a57d2180f3e0eec,exists,yes,"Any write under /etc fires; maturity_sandbox, so off in the default stable ruleset."
WIKI,WIKI-12,sigma,(no matching rule),994da16651194500b607a3007186c29779e1f961,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-12,elastic,(no matching rule),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-12,falco,rules/falco-incubating_rules.yaml :: Network Connection outside Local Subnet,6cbb113dd3fbcaf157c077414a57d2180f3e0eec,partial,unclear,"Closest available: flags container connections outside the local subnet, but it is maturity_incubating, needs a per-container allowlist to be useful, and is documented as noisy."
WIKI,WIKI-13,sigma,(no matching rule),994da16651194500b607a3007186c29779e1f961,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-13,elastic,(no matching rule),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-13,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-14,sigma,(no matching rule),994da16651194500b607a3007186c29779e1f961,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-14,elastic,(no matching rule),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-14,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-15,sigma,(no matching rule),994da16651194500b607a3007186c29779e1f961,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-15,elastic,(no matching rule),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-15,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-16,sigma,(no matching rule),994da16651194500b607a3007186c29779e1f961,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-16,elastic,(no matching rule),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-16,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-17,sigma,(no matching rule),994da16651194500b607a3007186c29779e1f961,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-17,elastic,(no matching rule),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-17,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-18,sigma,(no matching rule),994da16651194500b607a3007186c29779e1f961,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-18,elastic,(no matching rule),480961ba1cac4f85ddf01c0ab5f89bbf373c513c,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
WIKI,WIKI-18,falco,(no matching rule),6cbb113dd3fbcaf157c077414a57d2180f3e0eec,none,no,No rule matched the signal's keywords in this corpus at the pinned commit.
HF,HF-04,vendor,GuardDuty CredentialAccess:Kubernetes/AnomalousBehavior.SecretsAccessed,"n/a (docs read 2026-09-13, not date-pinned)",partial,unclear,"EKS audit-log finding for anomalous secret access; the agent read a mounted token file, which does not necessarily produce an audit-log secrets API call."
HF,HF-05,vendor,GuardDuty UnauthorizedAccess:Runtime/MetadataDNSRebind; UnauthorizedAccess:IAMUser/InstanceCredentialExfiltration.OutsideAWS,"n/a (docs read 2026-09-13, not date-pinned)",partial,no,No finding type for a container simply querying 169.254.169.254; the two nearest fire on DNS rebinding or on the stolen credentials later being used outside AWS.
HF,HF-06,vendor,GuardDuty CredentialAccess:Kubernetes/SuccessfulAnonymousAccess; Discovery:Kubernetes/SuccessfulAnonymousAccess,"n/a (docs read 2026-09-13, not date-pinned)",partial,no,"The Kubernetes finding types key on anonymous, Tor or known-malicious callers. The agent called the API with a valid in-cluster service account, which these do not flag."
HF,HF-07,vendor,GuardDuty Backdoor:Runtime/C&CActivity.B,"n/a (docs read 2026-09-13, not date-pinned)",none,no,Command-and-control findings require a threat-intelligence match; the tailscale control plane is a legitimate commercial service and is not on such a list.
HF,HF-09,vendor,GuardDuty DefenseEvasion:Runtime/FilelessExecution,"n/a (docs read 2026-09-13, not date-pinned)",partial,unclear,Covers fileless execution generally; whether an in-process exec of a decoded blob raises it is not stated in the docs.
HF,HF-11,vendor,GuardDuty DefenseEvasion:Runtime/SensitiveFileModified,"n/a (docs read 2026-09-13, not date-pinned)",partial,unclear,"A sensitive-file-modification finding exists; the docs do not publish the file list, so we cannot confirm /etc/resolv.conf is in it."
HF,HF-19,vendor,GuardDuty Execution:Runtime/NewBinaryExecuted,"n/a (docs read 2026-09-13, not date-pinned)",exists,yes,"Runtime Monitoring finding for a newly written binary being executed, which is the published pattern."
WIKI,WIKI-11,vendor,GuardDuty DefenseEvasion:Runtime/SensitiveFileModified,"n/a (docs read 2026-09-13, not date-pinned)",partial,unclear,"Same limit as HF-11: the sensitive-file list is not published, so /etc/hosts coverage is unconfirmed."
HF,HF-03,registry,JFrog Artifactory / PyPI-npm malware scanners,n/a,none,no,"Registry-side scanners look for malicious published packages. The agent wrote arbitrary files into a caching proxy and used them as a message board, which no registry scanner models."
