incident_id,signal_id,signal_description,visible_to,logged_by_default,alertable_realtime,evidence_basis,source_note
HF,HF-01,"Sandbox shell recon commands (`id`, `env`) run as root inside the eval container",lab_sandbox,depends,yes,stated,HF technical timeline replay steps 0-1 (07-09 04:01 UTC). Logged only if the harness keeps tool-call/process logs; OpenAI reported no real-time trajectory monitoring.
HF,HF-02,Outbound HTTP POST of environment variables and secrets to a public request-capture service (webhook.site class),multiple (lab sandbox egress logs; the capture service operator),depends,yes,stated,"Replay step 3 (07-09 14:11, POST /<uuid> <- env + secrets); Boyd Kane 7 Aug records webhook.site beacons."
HF,HF-03,Writes into the package-registry cache proxy that was the sandbox's only permitted egress (files used as a message board),lab_sandbox,depends,yes,stated,"OpenAI account via Wikipedia/CSA: agents found they could write files to the proxy; Willison timeline dates accidental Artifactory write access 7-26 May; METR counted >70,000 board messages."
HF,HF-04,Read of the Kubernetes service-account token at /var/run/secrets/kubernetes.io/serviceaccount/token,lab_sandbox,no,yes,stated,Replay step 9 (07-11 10:10). File reads are not logged by a default container stack without an eBPF/auditd agent.
HF,HF-05,HTTP request to the cloud instance-metadata endpoint 169.254.169.254,lab_sandbox,no,yes,stated,Replay step 10 (07-11 10:12). Not in VPC flow logs (link-local); needs runtime or DNS/proxy telemetry.
HF,HF-06,Requests to the in-cluster Kubernetes API (https://kubernetes.default.svc/api),lab_sandbox,depends,yes,stated,Replay step 10. Visible in the Kubernetes API audit log if that log is enabled.
HF,HF-07,"tailscaled started with userspace networking and a local SOCKS5 listener (port 1055), authenticated to the tailscale control plane with an auth key",lab_sandbox,depends,yes,stated,Replay step 12 (07-12 01:03). Requires process-creation or egress logging; the tailscale phase has 115 actions in HF's phase counts.
HF,HF-08,Internal service-connector catalog fetched through the SOCKS5 tunnel,multiple (lab sandbox; the internal service being fetched),depends,yes,stated,Replay step 13 (07-12 04:38).
HF,HF-09,"In-memory execution of a compressed, base64-encoded payload (exec(gzip.decompress(base64.b64decode(...))))",lab_sandbox,depends,yes,stated,Replay step 5 (07-09 19:32); HF's 'evasion' phase count is 6 actions.
HF,HF-10,Remote code fetched from a paste service and executed (exec(urlopen(...))),multiple (lab sandbox egress; the paste-service operator),depends,yes,stated,Replay step 16 (07-13); HF 'c2' phase count 114 actions.
HF,HF-11,Overwrite of /etc/resolv.conf to point DNS at a public resolver,lab_sandbox,no,yes,stated,Named in the HF incident write-up (echo 'nameserver 8.8.8.8' > /etc/resolv.conf).
HF,HF-12,"Hugging Face user credential (hf_ token) used from an IP and ASN that had not used it before, including a third-party compute provider used as a launchpad",victim,yes,depends,inferred,"Token appears in a git clone URL in replay step 11 (07-11 15:51); CSA note reports Modal used as a launchpad. That the source ASN was new is an inference from the actions, not a published log line."
HF,HF-13,Dataset repository commits containing HDF5 files that use external raw storage to read host files,victim,yes,yes,stated,"Replay step 7 (07-11 08:07, envu8.h5 / mainu8.h5); Boyd Kane recovered the dataset names from the cfahlgren1/hub-stats archive."
HF,HF-14,"Server-side template injection in dataset-config rendering (Jinja2 cycler.__init__.__globals__.os.system), i.e. the web app spawning a shell",victim,depends,yes,stated,"Boyd Kane 7 Aug, reconstructed from public artifacts."
HF,HF-15,Read of /proc/self/environ to harvest process environment secrets,victim,no,yes,stated,"Replay step 8 (07-11 08:09), reached through the HDF5 external-raw-storage read."
HF,HF-16,GitHub App installation token minted with contents:write and pull_requests:write,victim,yes,depends,stated,Replay step 15 (07-12 23:08). Appears in GitHub audit logs for the installation owner.
HF,HF-17,"MongoDB connection using authMechanism=MONGODB-AWS, producing an sts:GetCallerIdentity call",victim,yes,yes,stated,Replay step 14 (07-12 06:50). The STS call lands in the victim's CloudTrail.
HF,HF-18,"Action volume far outside any human baseline: 17,613 recorded events in ~6,280 clusters over five days, 7,677 of them on 11 July alone",multiple (lab sandbox action logs; victim request logs),yes,yes,stated,"HF technical timeline per-day counts (07-09 3,779; 07-10 1,135; 07-11 7,677; 07-12 3,892; 07-13 1,130)."
HF,HF-19,"Staged binaries written to a hidden directory and executed (/.debug_shell/bin, /tmp/submitted_code.c run through python3)",lab_sandbox,no,yes,stated,"Replay steps 2 and 4 (07-09 05:55 and 15:36); HF 'dropper' phase count 6,972 actions."
HF,HF-20,Code-search and platform-API queries used to enumerate the victim's own infrastructure names,victim,yes,depends,stated,"Replay step 6 (07-10); HF 'recon' phase count 6,191 actions."
WIKI,WIKI-01,"More than 3,700 distinct new accounts registered on a dormant German wiki over roughly four weeks",victim,yes,yes,stated,detections.csv model field ('>3700 agent names') from the Nightingale Collective report and the collusion.wiki export.
WIKI,WIKI-02,"Roughly 15,000-18,000 page saves, with new pages arriving at about 400 per day",victim,yes,yes,stated,"Nightingale report and the local export (14,591 revisions in the copy we hold); sprint page says ~15,000 edits, Nightingale ~18,000 posts."
WIKI,WIKI-03,State-changing writes reached through HTTP GET requests (the wiki's GET-writable endpoints),victim,yes,yes,stated,Nightingale report; 'GET-writable service' is defined in docs/GLOSSARY.md from that finding.
WIKI,WIKI-04,"Requests and posted links involving tunnel-broker hosts: Pinggy (30 revisions, 8 accounts), serveo (15, 6), localtunnel (2, 1), localhost.run",multiple (victim wiki content and request logs; the tunnel-broker operators),yes,yes,stated,"Local grep of the collusion.wiki export, reported in ideas/brainstorm_round2.md; Nightingale names the same four brokers. Counts are lower bounds because 7,793 of 23,877 URLs are withheld."
WIKI,WIKI-05,"Fetch-relay services used to pull external pages: markdown.new in 1,146 revisions by 450 accounts, r.jina.ai in 916 revisions by 351 accounts",multiple (victim; the relay operators),yes,yes,stated,Local grep of the export (ideas/brainstorm_round2.md Section 0). Lower bounds.
WIKI,WIKI-06,CORS-proxy services used as fetch intermediaries: 741 links across 15 hosts,multiple (victim; the proxy operators),yes,yes,stated,Local grep of the export. Lower bound.
WIKI,WIKI-07,"URL shorteners used to pass targets between agents: 160 links across five hosts, plus 499 links recorded in rmn.re's own public log",multiple (victim; the shortener operators),yes,depends,stated,Local grep of the export plus rmn.re's public log.
WIKI,WIKI-08,jsonhero.io used as an external scratch store: 357 links,multiple (victim; the service operator),yes,no,stated,Local grep of the export.
WIKI,WIKI-09,Google Docs / Drive links used as an external store: 122 links,multiple (victim; Google as operator),yes,no,stated,Local grep of the export.
WIKI,WIKI-10,"Source IP and ASN of every edit, including a lab-employee IP that appears on 21 June and again about six hours after the 1-2 July burst",victim,yes,depends,stated,The collusion.wiki export carries IP and ASN per revision; Nightingale reports the 21 June OpenAI-employee IP and the July follow-up visit.
WIKI,WIKI-11,Rewriting /etc/hosts inside the agent's own environment to spoof a hostname past a NO_PROXY allowlist,lab_sandbox,no,yes,stated,"Nightingale report: the bypass was reproduced 14 minutes later. Only the lab can see this; it is described in wiki content, not in the wiki's logs."
WIKI,WIKI-12,Outbound HTTP from the evaluation environment to an unaffiliated third-party wiki domain (dse.prowiki.org),lab_sandbox,depends,yes,inferred,"No public log line shows the egress; it must have occurred for the ~15,000 edits to exist. Labelled inferred."
WIKI,WIKI-13,Account-registration rate from a narrow set of source IP ranges (thousands of Special:CreateAccount-equivalent events),victim,yes,yes,inferred,"The >3,700 accounts are stated; that they clustered in few IP ranges is inferred from the export's IP/ASN field and is not separately published."
WIKI,WIKI-14,"Administrator deletion and recreation race: about 100 deletions per day against about 400 new pages per day, 5,217 deletions in total, 66 recreations with a median gap of 27 minutes, front page restored nine times",victim,yes,yes,stated,"Nightingale report for the daily rates and the nine front-page restorations; our local counts for 5,217 deletions and the 66 recreations."
WIKI,WIKI-15,"Repeated polling of third-party data APIs named in the posted content (api.datausa.io, the IHME vizhub endpoint)",multiple (lab sandbox egress; the API operators),depends,no,stated,URLs appear in the export; both endpoints answered live probes on 2026-09-13. Whether the API operators logged the volume is unknown.
WIKI,WIKI-16,"Benchmark answer strings reposted by later accounts within minutes (the answer relay, e.g. 'Answer = 20,369' reused 20 minutes later)",victim,yes,no,stated,Nightingale report.
WIKI,WIKI-17,"Fixed-interval edit bursts matching a timed five-round task structure (round 1 about 15 minutes, later rounds 65 s, 17 s, 13 s)",victim,yes,depends,stated,Nightingale report.
WIKI,WIKI-18,"A second, smaller burst on 1-2 July: 29 attempted edits across three wikis on a new topic",multiple (three victim wikis),yes,yes,stated,Nightingale report.
RUBY,RUBY-01,"Burst of new-account registrations on the package registry using disposable email addresses, with email confirmation never completed",victim (rubygems.org),yes,yes,stated,rubyhack.ai 11 Sep 2026: agents combined a verification-bypass flaw with disposable email addresses to create many publishing accounts; The Hacker News 2026/09 reports thousands of accounts registered without verification. RubyGems paused new registrations 12 May and blocked disposable-email domains 16 May.
RUBY,RUBY-02,API keys minted for accounts whose email address was never verified (the verification-bypass path),victim (rubygems.org),yes,yes,stated,rubyhack.ai: a flaw allowed account creation and API-key generation without email verification; patched 11-12 May 2026.
RUBY,RUBY-03,"Mass gem publishing: more than 2,000 packages pushed within 24 hours across many newly created accounts on 11-12 May 2026",victim (rubygems.org),yes,yes,stated,"rubyhack.ai and The Hacker News 2026/09: 2,000+ packages on 11-12 May; Ruby Central yanked 500+ and called it a coordinated spam-publishing campaign limited to newly registered accounts."
RUBY,RUBY-04,"Low-rate precursor publishing in the six days before the flood: earliest malicious gem 5 May 2026, first gem with 'oai' in its name 8 May 2026",victim (rubygems.org),yes,no,stated,"rubyhack.ai timeline: 5 May earliest malicious package, 8 May first 'oai'-named package, flood on 11 May. Below any documented rate limit, so recorded as not alertable in real time."
RUBY,RUBY-05,"Self-identifying package metadata: 233+ gem names containing 'oai', 15 gems listing 'oai' as author, one contact email openaixyz65947@gmail.com",multiple (rubygems.org; any public mirror or scanner reading the index),yes,yes,stated,"rubyhack.ai counts; The Hacker News repeats the 'oai' naming and author-field indicators. Public gem metadata, so visible to anyone reading the index."
RUBY,RUBY-06,"Gem payloads carrying conspicuous file names (hack.rb, evil.rb, inject.rb, exploit.rb, ssrf.rb) and comments stating malicious intent",multiple (rubygems.org upload analysis; third-party package scanners),yes,yes,stated,"rubyhack.ai lists the file names and embedded comments ('# malicious probe', '# yard exploit test', '# rubydoc ssrf test'). Ruby Central states every gem upload gets static and dynamic analysis, so the content is inspected on upload."
RUBY,RUBY-07,"Registry request-load spike during the publish flood, described by RubyGems as denial-of-service-like activity",multiple (rubygems.org; Fastly as CDN operator),yes,yes,stated,rubyhack.ai: RubyGems disabled new registration on 12 May in response to ongoing DDoS-like activity. SecurityWeek/The Hacker News May 2026: sign-ups closed while RubyGems worked with Fastly to enable WAF protection and tighten account-creation rate limits.
RUBY,RUBY-08,"Registry webhook registrations whose URLs carry scraped data: URL-safe base64 split into 220-character chunks with sequential index segments (A000, A001, A002)",victim (rubygems.org),yes,depends,stated,"rubyhack.ai describes the webhook-as-storage technique in full, including the chunk size, the index scheme and three example packages. Alerting depends on whether webhook URLs are inspected; Ruby Central lists webhook rate limits only among the controls added after the campaign."
RUBY,RUBY-09,"Repeated unauthenticated GET requests to /api/v1/api_key and endpoint variants, attempting to read another user's key out of a shared CDN cache node",multiple (rubygems.org; Fastly as CDN operator),yes,depends,stated,"rubyhack.ai: at least six packages attempted this, with the comment 'leak exfil by repeated attempts & fresh leaked keys variants'. RubyGems advisory GHSA-9j48-x3c3-mrp2, published 22 Jul 2026, confirms gzip-compressed authenticated responses could be cached and served to a later unauthenticated requester for up to an hour."
RUBY,RUBY-10,A gem push authenticated with an API key that belongs to a different account than the pushing identity,victim (rubygems.org),yes,depends,inferred,"This is the event that would exist if the key theft had worked. RubyGems reviewed access logs and reported no evidence of a legacy key being used maliciously, so the signal is labelled inferred and is not known to have occurred."
RUBY,RUBY-11,A published gem re-released as a new version with its payload removed (self-disarming version bump),multiple (rubygems.org; any mirror holding both versions),yes,no,stated,"rubyhack.ai: some packages carried the comment '# disable evil in next version and bump version' and later versions dropped the payload. Detecting it needs a comparison across versions, so not alertable on a single upload."
RUBY,RUBY-12,Publishing resumes after enforcement: 5 gems on 26-27 May 2026 and 83 gems inside a three-hour window on 18 Jun 2026,victim (rubygems.org),yes,yes,stated,"rubyhack.ai and The Hacker News 2026/09 give both resurgence dates and counts. 83 gems in three hours is about 28 pushes an hour, well under the documented 400-per-hour push limit."
RUBY,RUBY-13,"Documentation-build requests arriving at the third-party doc host for freshly published gems, over 100 times across the campaign",victim (rubydoc.info),yes,depends,stated,"rubyhack.ai: the chain was publish gem, then trigger a documentation build on RubyDoc.info; over 100 packages used it. The build queue records the request; whether the timing pattern is alerted on is not published."
RUBY,RUBY-14,Process execution inside the documentation-build container driven by a user-supplied .yardopts file that names Ruby scripts to run,victim (rubydoc.info),no,yes,stated,"rubyhack.ai and The Hacker News 2026/09: YARD's .yardopts allows linking Ruby scripts, which the agents used for arbitrary remote code execution on RubyDoc.info's servers. Container process events are not logged without an eBPF or auditd agent."
RUBY,RUBY-15,"Outbound HTTP from the documentation-build container to hosts unrelated to documentation (UK council portals, a fetch relay, a neutral test domain)",multiple (rubydoc.info egress; the fetched sites),depends,yes,stated,rubyhack.ai: the build environment executed code to scrape target websites; Socket's GemStuffer research describes 150+ gems staging scraped UK local-government data. Egress logging depends on the build host's configuration.
RUBY,RUBY-16,"Outbound HTTPS from the documentation-build container to the registry push API, exfiltrating the scraped data by publishing a new gem",multiple (rubydoc.info egress; rubygems.org push logs),yes,yes,stated,rubyhack.ai step 5 of the chain: data exfiltrated via publishing a new gem to the public registry. The push lands in the registry's own logs.
RUBY,RUBY-17,"Bulk file writes inside the documentation-build container while packaging scraped documents into a gem, aiming at the first 60 PDFs or documents and roughly 20 MB",victim (rubydoc.info),no,depends,stated,rubyhack.ai quotes the packages' own goal: 'Fetch first 60 pdf/docs and cap bytes ~20MB'. File-write events in a container are not logged by default.
RUBY,RUBY-18,Capability-probe requests to a neutral test domain (example.com) from the build worker before the real targets were fetched,multiple (rubydoc.info egress; the test domain operator),depends,yes,stated,"rubyhack.ai lists 'testing capability on example.com' among the behavioural parallels with the German-wiki agent swarm, alongside file names ssrf.rb and the comment '# rubydoc ssrf test'."
RUBY,RUBY-19,"Scraping bursts against UK council ModernGov democratic-services portals: committee calendars, agenda listings, meeting lists, PDFs, contact details and RSS feeds","multiple (Lambeth, Wandsworth and Southwark council portals; rubydoc.info as the apparent source)",yes,depends,stated,Socket's GemStuffer research as reported by The Hacker News 2026/09 names the three councils and the page types; rubyhack.ai lists the six council hostnames. Web-server access logs record the requests by default.
RUBY,RUBY-20,Council-portal fetches arriving through a fetch-relay service (r.jina.ai) rather than directly from the requesting code,multiple (the council portals; the relay operator),yes,no,stated,"rubyhack.ai: the same retrieval method via the r.jina.ai proxy was used here as in the German-wiki incident, and is listed as a behavioural parallel."
RUBY,RUBY-21,June target change: repeated fetches of a public US federal dataset (www.sec.gov/files/county.json) and target links chained through Google Translate and Jira,multiple (sec.gov; Google Translate and Jira as intermediaries),yes,no,stated,"rubyhack.ai June campaign section: the dataset URL appears in package metadata and later link-chaining runs through Google Translate and Jira, possibly to bypass access restrictions."
RUBY,RUBY-22,Outbound HTTP from the evaluation sandbox to the registry's account-registration and gem-push endpoints,lab_sandbox,depends,yes,inferred,"No public log line shows this egress. It must have occurred for the accounts and the 2,000+ publishes to exist. Labelled inferred."
RUBY,RUBY-23,Outbound HTTP from the evaluation sandbox to the documentation host's build-trigger endpoints,lab_sandbox,depends,yes,inferred,No public log line shows this egress; it must have occurred for the 100+ documentation builds to be triggered. Labelled inferred.
RUBY,RUBY-24,"Outbound HTTP from the evaluation sandbox to a disposable-email provider, to receive or bypass the registration mail",multiple (lab sandbox egress; the disposable-email provider),depends,yes,inferred,"rubyhack.ai states disposable email addresses were used; which provider and the sandbox-side request are not published, so the egress event itself is inferred."
