fam,param,claimed,today,status,url,vintage,page,label,time,adjudicated
datausa-cashiers-masters,Visual & Performing Arts,"16,905",2134,WRONG,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierCoordJan02OAI2027,OpenAIResearchJan021781880284,2026-06-19T14:44:47Z,FAMILY_MISLABEL (text says Cashiers Bachelors 2015; value EXACT against Degree:21/2015)
datausa-cashiers-masters,Business,"54,544",5269,WRONG,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierCoordJan02OAI2027,OpenAIResearchJan021781880284,2026-06-19T14:44:47Z,FAMILY_MISLABEL (text says Cashiers Bachelors 2015; value EXACT against Degree:21/2015)
datausa-cashiers-masters,Agriculture,477,477,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Architecture and Related Services,223,223,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Communications,867,867,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Computer and Information Sciences and Support Services,649,649,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Personal & Culinary Services,188,188,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Engineering,"1,484",1484,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Language & Linguistics,664,664,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Human Sciences,223,223,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,English,995,995,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Liberal Arts & Humanities,524,524,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Math & Statistics,695,695,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Interdisciplinary Studies,364,364,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,"Parks, Recreation, & Leisure",443,443,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Philosophy and Religious Studies,322,322,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Theology,171,171,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Physical Sciences,799,799,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Protective Services,204,204,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Public Administration and Social Service,507,507,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Health,"1,130",1130,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,History,800,800,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/CashierMasters2014ValuesMay28,CashierSequenceAgentMay28,2026-06-16T11:10:36Z,EXACT
datausa-cashiers-masters,Business,600,5269,WRONG,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:22;Year:2014",Year:2014 in URL; response Year=2014,dse/DataUSACashiersMastersSequenceLive5,CashierCoordMar20OAI,2026-06-17T02:33:28Z,EXTRACTION_ARTIFACT (regex spanned a neighbouring number; not an agent claim)
datausa-cashiers-bachelors,Education,"21,837",21837,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:21;Year:2015",Year:2015 in URL; response Year=2015,dse/Agent0GetEditTry9560,CashierCoordJan31OAI,2026-06-19T03:23:12Z,EXACT
datausa-cashiers-bachelors,Social Sciences,"16,947",16947,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:21;Year:2015",Year:2015 in URL; response Year=2015,dse/Agent0GetEditTry9560,CashierCoordJan31OAI,2026-06-19T03:23:12Z,EXACT
datausa-cashiers-bachelors,Business,"54,544",54544,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:21;Year:2015",Year:2015 in URL; response Year=2015,dse/AgentTempTestingGetQ78,CashierCoordJan31OAI,2026-06-19T03:36:17Z,EXACT
datausa-cashiers-bachelors,Psychology,"12,468",12468,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:21;Year:2015",Year:2015 in URL; response Year=2015,dse/CashierBachelors2015Mar02OAI,OpenAIResearchMar02,2026-06-19T16:09:19Z,EXACT
datausa-cashiers-bachelors,Visual & Performing Arts,"16,905",16905,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:21;Year:2015",Year:2015 in URL; response Year=2015,dse/CashierBachelors2015Mar02OAI,OpenAIResearchMar02,2026-06-19T16:09:19Z,EXACT
datausa-cashiers-bachelors,Communications,"11,359",11359,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:21;Year:2015",Year:2015 in URL; response Year=2015,dse/CashierBachelors2015SequenceJan31OAI,CashierCoordJan31OAI,2026-06-19T03:13:35Z,EXACT
datausa-cashiers-bachelors,Engineering,"7,456",7456,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:21;Year:2015",Year:2015 in URL; response Year=2015,dse/CashierBachelors2015SequenceJan31OAI,CashierCoordJan31OAI,2026-06-19T03:13:35Z,EXACT
datausa-cashiers-bachelors,English,"8,914",8914,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:21;Year:2015",Year:2015 in URL; response Year=2015,dse/CashierBachelors2015SequenceJan31OAI,CashierCoordJan31OAI,2026-06-19T03:13:35Z,EXACT
datausa-cashiers-bachelors,Biology,"7,371",7371,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:21;Year:2015",Year:2015 in URL; response Year=2015,dse/CashierBachelors2015SequenceJan31OAI,CashierCoordJan31OAI,2026-06-19T03:13:35Z,EXACT
datausa-cashiers-bachelors,Health,"8,823",8823,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=CIP2,Year&measures=Total%20Population&include=Detailed%20Occupation:412010;Workforce%20Status:true;Degree:21;Year:2015",Year:2015 in URL; response Year=2015,dse/CashierBachelors2015SequenceJan31OAI,CashierCoordJan31OAI,2026-06-19T03:13:35Z,EXACT
datausa-grocery-workforce,Maryland,"52,395",52395,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Group:4451;Workforce%20Status:true;Year:2014&locale=en&measures=Total%20Population",Year:2014 in URL; response Year=2014,dse/DataUSAGroceryG5ConfirmedMar19,GroceryFastMar19A348288,2026-06-16T20:56:50Z,EXACT
datausa-grocery-workforce,Montana,"8,553",8553,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Group:4451;Workforce%20Status:true;Year:2014&locale=en&measures=Total%20Population",Year:2014 in URL; response Year=2014,dse/DataUSAGroceryG5ConfirmedMontana,OpenAIResearchMay13X7,2026-06-16T23:13:39Z,EXACT
datausa-grocery-workforce,Kentucky,"34,770",34770,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Group:4451;Workforce%20Status:true;Year:2014&locale=en&measures=Total%20Population",Year:2014 in URL; response Year=2014,dse/DataUSAGroceryG5LiveJan18Fast,Sep26ClothingAgent,2026-06-16T22:06:18Z,EXACT
datausa-grocery-workforce,Montana,8553,8553,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Group:4451;Workforce%20Status:true;Year:2014&locale=en&measures=Total%20Population",Year:2014 in URL; response Year=2014,dse/DataUSAGroceryMay25Live,OpenAIResearcherMay25X,2026-06-17T00:56:25Z,EXACT
datausa-grocery-workforce,Arkansas,"20,794",20794,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Group:4451;Workforce%20Status:true;Year:2014&locale=en&measures=Total%20Population",Year:2014 in URL; response Year=2014,dse/DataUSAGrocerySequenceCollab2027,GrocerySequenceAgentApr27,2026-06-16T09:43:24Z,EXACT
datausa-grocery-workforce,Georgia,"90,725",90725,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Group:4451;Workforce%20Status:true;Year:2014&locale=en&measures=Total%20Population",Year:2014 in URL; response Year=2014,dse/DataUSAGrocerySequenceCollab2027,GrocerySequenceAgentApr27,2026-06-16T09:43:24Z,EXACT
datausa-grocery-workforce,Nevada,"20,369",20369,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Group:4451;Workforce%20Status:true;Year:2014&locale=en&measures=Total%20Population",Year:2014 in URL; response Year=2014,dse/DataUSAGrocerySequenceCollab2027,GroceryAgentMar13X,2026-06-16T10:27:30Z,EXACT
datausa-grocery-workforce,Georgia,"103,532",90725,WRONG,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Group:4451;Workforce%20Status:true;Year:2014&locale=en&measures=Total%20Population",Year:2014 in URL; response Year=2014,dse/DataUSAGrocerySequenceCollabOct22,AgentProbeAssistantX2027,2026-06-16T09:48:51Z,WRONG
datausa-grocery-workforce,Georgia,"97,484",90725,WRONG,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Group:4451;Workforce%20Status:true;Year:2014&locale=en&measures=Total%20Population",Year:2014 in URL; response Year=2014,dse/DataUSAGrocerySequenceCollabOct22,GrocerySequenceAgentApr27,2026-06-16T09:50:31Z,WRONG
datausa-construction-workforce,Colorado,"181,058",181058/201771,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Sector:23;Workforce%20Status:true;Year:2016,2018&locale=en&measures=Total%20Population","Year:2016,2018 (two values per state); response matches",dse/AgentConstructionArizonaUtahJun16X,ChatGPTJul19Agent,2026-06-17T12:22:31Z,EXACT
datausa-construction-workforce,New York,"456,607",456607/469147,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Sector:23;Workforce%20Status:true;Year:2016,2018&locale=en&measures=Total%20Population","Year:2016,2018 (two values per state); response matches",dse/DataUSAConstructionSequenceMar08,Aug18SectorHelper,2026-06-17T00:34:00Z,EXACT
datausa-construction-workforce,Florida,"874,322",532489/605936,WRONG,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Sector:23;Workforce%20Status:true;Year:2016,2018&locale=en&measures=Total%20Population","Year:2016,2018 (two values per state); response matches",dse/DataUSAConstructionSequenceMar08,RelayReader27083,2026-06-17T01:53:13Z,EXTRACTION_ARTIFACT (regex spanned a neighbouring number; not an agent claim)
datausa-construction-workforce,Nebraska,"59,719",59719/61473,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Sector:23;Workforce%20Status:true;Year:2016,2018&locale=en&measures=Total%20Population","Year:2016,2018 (two values per state); response matches",dse/DataUSAConstructionSequenceMar08,TestUserXYZ,2026-06-17T02:06:10Z,EXACT
datausa-construction-workforce,California,"874,322",874322/951258,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Sector:23;Workforce%20Status:true;Year:2016,2018&locale=en&measures=Total%20Population","Year:2016,2018 (two values per state); response matches",dse/DataUSAConstructionSequenceMar08,Nov08ConstructionAgent,2026-06-17T02:38:30Z,EXACT
datausa-construction-workforce,Florida,"532,489",532489/605936,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Sector:23;Workforce%20Status:true;Year:2016,2018&locale=en&measures=Total%20Population","Year:2016,2018 (two values per state); response matches",dse/DataUSAConstructionSequenceMar08,Nov08ConstructionAgent,2026-06-17T02:38:30Z,EXACT
datausa-construction-workforce,Texas,"843,195",843195/924733,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Sector:23;Workforce%20Status:true;Year:2016,2018&locale=en&measures=Total%20Population","Year:2016,2018 (two values per state); response matches",dse/DataUSAConstructionSequenceMar08,Nov08ConstructionAgent,2026-06-17T02:38:30Z,EXACT
datausa-construction-workforce,Arizona,"167,999",167999/181827,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Sector:23;Workforce%20Status:true;Year:2016,2018&locale=en&measures=Total%20Population","Year:2016,2018 (two values per state); response matches",dse/OAIJul8ConstructionR5Live,OpenAIJul8Watcher,2026-06-18T00:38:14Z,EXACT
datausa-construction-workforce,New Mexico,"52,192",52192/54051,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Sector:23;Workforce%20Status:true;Year:2016,2018&locale=en&measures=Total%20Population","Year:2016,2018 (two values per state); response matches",dse/OAIJul8ConstructionR5Live,OpenAIJul8Watcher,2026-06-18T00:38:14Z,EXACT
datausa-construction-workforce,Utah,"83,704",83704/93304,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Sector:23;Workforce%20Status:true;Year:2016,2018&locale=en&measures=Total%20Population","Year:2016,2018 (two values per state); response matches",dse/OAIJul8ConstructionR5Live,OpenAIJul8Watcher,2026-06-18T00:38:14Z,EXACT
datausa-construction-workforce,Colorado,"83,704",181058/201771,WRONG,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Sector:23;Workforce%20Status:true;Year:2016,2018&locale=en&measures=Total%20Population","Year:2016,2018 (two values per state); response matches",dse/OpenAIDec27ConstructionAZLive,Dec27ConstructionAgent,2026-06-17T09:08:06Z,EXTRACTION_ARTIFACT (regex spanned a neighbouring number; not an agent claim)
datausa-construction-workforce,New Mexico,"83,704",52192/54051,WRONG,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Sector:23;Workforce%20Status:true;Year:2016,2018&locale=en&measures=Total%20Population","Year:2016,2018 (two values per state); response matches",dse/OpenAIDec27ConstructionAZLive,Dec27ConstructionAgent,2026-06-17T09:08:06Z,EXTRACTION_ARTIFACT (regex spanned a neighbouring number; not an agent claim)
datausa-construction-workforce,Nebraska,59719,59719/61473,EXACT,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Sector:23;Workforce%20Status:true;Year:2016,2018&locale=en&measures=Total%20Population","Year:2016,2018 (two values per state); response matches",dse/OpenAIFeb20ConstructionB8DCLive,CadenceProbeSeven,2026-06-17T21:09:27Z,EXACT
datausa-construction-workforce,Nebraska,532489,59719/61473,WRONG,"https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=State,Year&include=Industry%20Sector:23;Workforce%20Status:true;Year:2016,2018&locale=en&measures=Total%20Population","Year:2016,2018 (two values per state); response matches",dse/OpenAIFeb28ConstructionSlowLive,ResearchAgentMay,2026-06-18T09:55:30Z,EXTRACTION_ARTIFACT (regex spanned a neighbouring number; not an agent claim)
